Country Name,Value,Indicator Name,Year
Somalia,,GDP growth (annual %),1999
Somalia,,Lending interest rate (%),1999
Somalia,,Real interest rate (%),1999
South Africa,,Bank nonperforming loans to total gross loans (%),1999
South Africa,66.266188920555,Domestic credit to private sector by banks (% of GDP),1999
South Africa,2.3999962445644303,GDP growth (annual %),1999
South Africa,18.0,Lending interest rate (%),1999
South Africa,10.2513630747995,Real interest rate (%),1999
Spain,,Bank nonperforming loans to total gross loans (%),1999
Spain,,Domestic credit to private sector by banks (% of GDP),1999
Spain,4.49049131553554,GDP growth (annual %),1999
Spain,,Lending interest rate (%),1999
Spain,,Real interest rate (%),1999
Sri Lanka,,Bank nonperforming loans to total gross loans (%),1999
Sri Lanka,29.2391246361768,Domestic credit to private sector by banks (% of GDP),1999
Sri Lanka,4.30054049792376,GDP growth (annual %),1999
Sri Lanka,,Lending interest rate (%),1999
Sri Lanka,,Real interest rate (%),1999
St. Kitts and Nevis,,Bank nonperforming loans to total gross loans (%),1999
St. Kitts and Nevis,55.63628153989429,Domestic credit to private sector by banks (% of GDP),1999
St. Kitts and Nevis,3.21938690999363,GDP growth (annual %),1999
St. Kitts and Nevis,11.2084935977054,Lending interest rate (%),1999
St. Kitts and Nevis,8.19950653925667,Real interest rate (%),1999
St. Lucia,,Bank nonperforming loans to total gross loans (%),1999
St. Lucia,56.0138609883487,Domestic credit to private sector by banks (% of GDP),1999
St. Lucia,2.67060488040849,GDP growth (annual %),1999
St. Lucia,12.791476884646599,Lending interest rate (%),1999
St. Lucia,10.2205485462954,Real interest rate (%),1999
Sudan,,Bank nonperforming loans to total gross loans (%),1999
Sudan,1.61553114401575,Domestic credit to private sector by banks (% of GDP),1999
Sudan,3.10409567996366,GDP growth (annual %),1999
Sudan,,Lending interest rate (%),1999
Sudan,,Real interest rate (%),1999
Suriname,,Bank nonperforming loans to total gross loans (%),1999
Suriname,13.999094737670697,Domestic credit to private sector by banks (% of GDP),1999
Suriname,-1.40000002151514,GDP growth (annual %),1999
Suriname,27.375,Lending interest rate (%),1999
Suriname,-26.784694266904303,Real interest rate (%),1999
Sweden,,Bank nonperforming loans to total gross loans (%),1999
Sweden,37.4658091388186,Domestic credit to private sector by banks (% of GDP),1999
Sweden,4.24718414367548,GDP growth (annual %),1999
Sweden,5.375,Lending interest rate (%),1999
Sweden,4.43729448729047,Real interest rate (%),1999
Switzerland,,Bank nonperforming loans to total gross loans (%),1999
Switzerland,155.334060122256,Domestic credit to private sector by banks (% of GDP),1999
Switzerland,1.69471984486924,GDP growth (annual %),1999
Switzerland,,Lending interest rate (%),1999
Switzerland,,Real interest rate (%),1999
Syrian Arab Republic,,Bank nonperforming loans to total gross loans (%),1999
Syrian Arab Republic,9.198600401420109,Domestic credit to private sector by banks (% of GDP),1999
Syrian Arab Republic,-3.5536569134662797,GDP growth (annual %),1999
Syrian Arab Republic,,Lending interest rate (%),1999
Syrian Arab Republic,,Real interest rate (%),1999
Tajikistan,,Bank nonperforming loans to total gross loans (%),1999
Tajikistan,10.5616686245353,Domestic credit to private sector by banks (% of GDP),1999
Tajikistan,3.6995507166585098,GDP growth (annual %),1999
Tajikistan,4.03166666666667,Lending interest rate (%),1999
Tajikistan,-17.7622718802411,Real interest rate (%),1999
Tanzania,,Bank nonperforming loans to total gross loans (%),1999
Tanzania,3.19184158182203,Domestic credit to private sector by banks (% of GDP),1999
Tanzania,4.8638637551705095,GDP growth (annual %),1999
Tanzania,21.8941666666667,Lending interest rate (%),1999
Tanzania,10.1217878084559,Real interest rate (%),1999
Thailand,,Bank nonperforming loans to total gross loans (%),1999
Thailand,127.717301213029,Domestic credit to private sector by banks (% of GDP),1999
Thailand,4.57230775115542,GDP growth (annual %),1999
Thailand,8.97916666666667,Lending interest rate (%),1999
Thailand,11.861792458234598,Real interest rate (%),1999
Togo,,Bank nonperforming loans to total gross loans (%),1999
Togo,15.102122741011,Domestic credit to private sector by banks (% of GDP),1999
Togo,2.48175142898658,GDP growth (annual %),1999
Togo,,Lending interest rate (%),1999
Togo,,Real interest rate (%),1999
Tonga,,Bank nonperforming loans to total gross loans (%),1999
Tonga,38.3426063939145,Domestic credit to private sector by banks (% of GDP),1999
Tonga,3.88170458081527,GDP growth (annual %),1999
Tonga,11.365204304875,Lending interest rate (%),1999
Tonga,4.6226802465927594,Real interest rate (%),1999
Trinidad and Tobago,,Bank nonperforming loans to total gross loans (%),1999
Trinidad and Tobago,33.8048968152747,Domestic credit to private sector by banks (% of GDP),1999
Trinidad and Tobago,8.0248176435006,GDP growth (annual %),1999
Trinidad and Tobago,17.0416666666667,Lending interest rate (%),1999
Trinidad and Tobago,12.2129398478866,Real interest rate (%),1999
Tunisia,,Bank nonperforming loans to total gross loans (%),1999
Tunisia,46.4881061736197,Domestic credit to private sector by banks (% of GDP),1999
Tunisia,6.05463451545285,GDP growth (annual %),1999
Tunisia,,Lending interest rate (%),1999
Tunisia,,Real interest rate (%),1999
Turkey,,Bank nonperforming loans to total gross loans (%),1999
Turkey,16.2268718982728,Domestic credit to private sector by banks (% of GDP),1999
Turkey,-3.38930487936598,GDP growth (annual %),1999
Turkey,,Lending interest rate (%),1999
Turkey,,Real interest rate (%),1999
Turkmenistan,,Bank nonperforming loans to total gross loans (%),1999
Turkmenistan,,Domestic credit to private sector by banks (% of GDP),1999
Turkmenistan,16.499999497227098,GDP growth (annual %),1999
Turkmenistan,,Lending interest rate (%),1999
Turkmenistan,,Real interest rate (%),1999
Uganda,,Bank nonperforming loans to total gross loans (%),1999
Uganda,6.0202430636298,Domestic credit to private sector by banks (% of GDP),1999
Uganda,8.0539483765949,GDP growth (annual %),1999
Uganda,21.5491666666667,Lending interest rate (%),1999
Uganda,21.686831648569104,Real interest rate (%),1999
Ukraine,,Bank nonperforming loans to total gross loans (%),1999
Ukraine,8.4680931546172,Domestic credit to private sector by banks (% of GDP),1999
Ukraine,-0.19999999743748698,GDP growth (annual %),1999
Ukraine,54.9525,Lending interest rate (%),1999
Ukraine,21.626837970799603,Real interest rate (%),1999
United Arab Emirates,,Bank nonperforming loans to total gross loans (%),1999
United Arab Emirates,35.55845043627429,Domestic credit to private sector by banks (% of GDP),1999
United Arab Emirates,2.90221364464598,GDP growth (annual %),1999
United Arab Emirates,,Lending interest rate (%),1999
United Arab Emirates,,Real interest rate (%),1999
United Kingdom,,Bank nonperforming loans to total gross loans (%),1999
United Kingdom,105.2394914467,Domestic credit to private sector by banks (% of GDP),1999
United Kingdom,3.42822335047983,GDP growth (annual %),1999
United Kingdom,5.34440833333333,Lending interest rate (%),1999
United Kingdom,4.39630309942621,Real interest rate (%),1999
United States,,Bank nonperforming loans to total gross loans (%),1999
United States,47.308066239645605,Domestic credit to private sector by banks (% of GDP),1999
United States,4.75323598879717,GDP growth (annual %),1999
United States,7.99416666666667,Lending interest rate (%),1999
United States,6.45713491326778,Real interest rate (%),1999
Uruguay,,Bank nonperforming loans to total gross loans (%),1999
Uruguay,43.42729523618421,Domestic credit to private sector by banks (% of GDP),1999
Uruguay,-1.9392121347887599,GDP growth (annual %),1999
Uruguay,53.2771666666667,Lending interest rate (%),1999
Uruguay,46.921213693246,Real interest rate (%),1999
Uzbekistan,,Bank nonperforming loans to total gross loans (%),1999
Uzbekistan,,Domestic credit to private sector by banks (% of GDP),1999
Uzbekistan,4.300000002809701,GDP growth (annual %),1999
Uzbekistan,,Lending interest rate (%),1999
Uzbekistan,,Real interest rate (%),1999
Vanuatu,,Bank nonperforming loans to total gross loans (%),1999
Vanuatu,35.1465078630897,Domestic credit to private sector by banks (% of GDP),1999
Vanuatu,0.334788215454807,GDP growth (annual %),1999
Vanuatu,10.2916666666667,Lending interest rate (%),1999
Vanuatu,7.00121771920077,Real interest rate (%),1999
Vietnam,,Bank nonperforming loans to total gross loans (%),1999
Vietnam,28.186587055123,Domestic credit to private sector by banks (% of GDP),1999
Vietnam,4.77358688057245,GDP growth (annual %),1999
Vietnam,12.7,Lending interest rate (%),1999
Vietnam,6.58752233761723,Real interest rate (%),1999
Zambia,,Bank nonperforming loans to total gross loans (%),1999
Zambia,6.42165191770167,Domestic credit to private sector by banks (% of GDP),1999
Zambia,4.6501897463740995,GDP growth (annual %),1999
Zambia,40.5166666666667,Lending interest rate (%),1999
Zambia,19.1587954269473,Real interest rate (%),1999
Zimbabwe,,Bank nonperforming loans to total gross loans (%),1999
Zimbabwe,15.7448629017197,Domestic credit to private sector by banks (% of GDP),1999
Zimbabwe,-0.817821016282892,GDP growth (annual %),1999
Zimbabwe,55.3858333333333,Lending interest rate (%),1999
Zimbabwe,43.8666956434874,Real interest rate (%),1999
Afghanistan,,Bank nonperforming loans to total gross loans (%),2007
Afghanistan,6.83998223656721,Domestic credit to private sector by banks (% of GDP),2007
Afghanistan,13.8263195390595,GDP growth (annual %),2007
Afghanistan,18.135,Lending interest rate (%),2007
Afghanistan,-3.5851111170938097,Real interest rate (%),2007
Albania,,Bank nonperforming loans to total gross loans (%),2007
Albania,29.921459741354298,Domestic credit to private sector by banks (% of GDP),2007
Albania,5.97998203625438,GDP growth (annual %),2007
Albania,14.099622787166199,Lending interest rate (%),2007
Albania,9.30140093340637,Real interest rate (%),2007
Algeria,,Bank nonperforming loans to total gross loans (%),2007
Algeria,12.9687358680195,Domestic credit to private sector by banks (% of GDP),2007
Algeria,3.40000000072681,GDP growth (annual %),2007
Algeria,8.0,Lending interest rate (%),2007
Algeria,1.5064320164519298,Real interest rate (%),2007
American Samoa,,Bank nonperforming loans to total gross loans (%),2007
American Samoa,,Domestic credit to private sector by banks (% of GDP),2007
American Samoa,1.9635343618513301,GDP growth (annual %),2007
American Samoa,,Lending interest rate (%),2007
American Samoa,,Real interest rate (%),2007
Angola,,Bank nonperforming loans to total gross loans (%),2007
Angola,9.77476080103609,Domestic credit to private sector by banks (% of GDP),2007
Angola,14.010018242632801,GDP growth (annual %),2007
Angola,17.6988356005955,Lending interest rate (%),2007
Angola,12.8373343636254,Real interest rate (%),2007
Antigua and Barbuda,,Bank nonperforming loans to total gross loans (%),2007
Antigua and Barbuda,64.4980111182169,Domestic credit to private sector by banks (% of GDP),2007
Antigua and Barbuda,9.259420559722711,GDP growth (annual %),2007
Antigua and Barbuda,10.4385350357948,Lending interest rate (%),2007
Antigua and Barbuda,6.45824729602573,Real interest rate (%),2007
Argentina,3.24185785401591,Bank nonperforming loans to total gross loans (%),2007
Argentina,12.612211425242501,Domestic credit to private sector by banks (% of GDP),2007
Argentina,9.00765087504757,GDP growth (annual %),2007
Argentina,,Lending interest rate (%),2007
Argentina,,Real interest rate (%),2007
Armenia,2.40401572394746,Bank nonperforming loans to total gross loans (%),2007
Armenia,13.479362363180599,Domestic credit to private sector by banks (% of GDP),2007
Armenia,13.7000000000002,GDP growth (annual %),2007
Armenia,17.5156853679268,Lending interest rate (%),2007
Armenia,12.6947444595986,Real interest rate (%),2007
Aruba,,Bank nonperforming loans to total gross loans (%),2007
Aruba,52.964665669728696,Domestic credit to private sector by banks (% of GDP),2007
Aruba,1.8002259714881204,GDP growth (annual %),2007
Aruba,10.4,Lending interest rate (%),2007
Aruba,4.20028427916027,Real interest rate (%),2007
Australia,0.5589999999999999,Bank nonperforming loans to total gross loans (%),2007
Australia,120.78130951620399,Domestic credit to private sector by banks (% of GDP),2007
Australia,3.8443095528792406,GDP growth (annual %),2007
Australia,8.19583333333333,Lending interest rate (%),2007
Australia,3.03223743254623,Real interest rate (%),2007
Austria,2.24246731582086,Bank nonperforming loans to total gross loans (%),2007
Austria,92.60260575846779,Domestic credit to private sector by banks (% of GDP),2007
Austria,3.72741530093519,GDP growth (annual %),2007
Austria,,Lending interest rate (%),2007
Austria,,Real interest rate (%),2007
Azerbaijan,,Bank nonperforming loans to total gross loans (%),2007
Azerbaijan,14.2583932589693,Domestic credit to private sector by banks (% of GDP),2007
Azerbaijan,25.4632159061216,GDP growth (annual %),2007
Azerbaijan,19.130833333333303,Lending interest rate (%),2007
Azerbaijan,-1.2038643184387399,Real interest rate (%),2007
"Bahamas, The",,Bank nonperforming loans to total gross loans (%),2007
"Bahamas, The",58.2821797004051,Domestic credit to private sector by banks (% of GDP),2007
"Bahamas, The",1.44654463506183,GDP growth (annual %),2007
"Bahamas, The",5.5,Lending interest rate (%),2007
"Bahamas, The",2.4794046802587,Real interest rate (%),2007
Bangladesh,,Bank nonperforming loans to total gross loans (%),2007
Bangladesh,31.7873581960849,Domestic credit to private sector by banks (% of GDP),2007
Bangladesh,7.0585993565727,GDP growth (annual %),2007
Bangladesh,12.635,Lending interest rate (%),2007
Bangladesh,5.7891114382201305,Real interest rate (%),2007
Barbados,,Bank nonperforming loans to total gross loans (%),2007
Barbados,71.1420089858793,Domestic credit to private sector by banks (% of GDP),2007
Barbados,2.2020861869139,GDP growth (annual %),2007
Barbados,10.7583333333333,Lending interest rate (%),2007
Barbados,2.1415763492114896,Real interest rate (%),2007
Belarus,,Bank nonperforming loans to total gross loans (%),2007
Belarus,23.6591460120022,Domestic credit to private sector by banks (% of GDP),2007
Belarus,8.600006536248129,GDP growth (annual %),2007
Belarus,8.575,Lending interest rate (%),2007
Belarus,-3.8075656979744,Real interest rate (%),2007
Belgium,1.1570638070491102,Bank nonperforming loans to total gross loans (%),2007
Belgium,68.4432666538424,Domestic credit to private sector by banks (% of GDP),2007
Belgium,3.6769182408524306,GDP growth (annual %),2007
Belgium,,Lending interest rate (%),2007
Belgium,,Real interest rate (%),2007
Belize,,Bank nonperforming loans to total gross loans (%),2007
Belize,60.9576910978295,Domestic credit to private sector by banks (% of GDP),2007
Belize,0.505864446235108,GDP growth (annual %),2007
Belize,14.333333333333302,Lending interest rate (%),2007
Belize,9.358603197668849,Real interest rate (%),2007
Benin,,Bank nonperforming loans to total gross loans (%),2007
Benin,12.240878394152,Domestic credit to private sector by banks (% of GDP),2007
Benin,5.98634932177609,GDP growth (annual %),2007
Benin,4.75166666666667,Lending interest rate (%),2007
Benin,4.3445629753372,Real interest rate (%),2007
Bermuda,,Bank nonperforming loans to total gross loans (%),2007
Bermuda,,Domestic credit to private sector by banks (% of GDP),2007
Bermuda,2.84589011430658,GDP growth (annual %),2007
Bermuda,,Lending interest rate (%),2007
Bermuda,,Real interest rate (%),2007
Bhutan,,Bank nonperforming loans to total gross loans (%),2007
Bhutan,23.9540701127327,Domestic credit to private sector by banks (% of GDP),2007
Bhutan,18.3608540555453,GDP growth (annual %),2007
Bhutan,14.0,Lending interest rate (%),2007
Bhutan,10.729664456787198,Real interest rate (%),2007
Bolivia,,Bank nonperforming loans to total gross loans (%),2007
Bolivia,34.3439977354446,Domestic credit to private sector by banks (% of GDP),2007
Bolivia,4.5643827523479406,GDP growth (annual %),2007
Bolivia,12.860808333333301,Lending interest rate (%),2007
Bolivia,5.11062820266868,Real interest rate (%),2007
Botswana,,Bank nonperforming loans to total gross loans (%),2007
Botswana,22.571077332500895,Domestic credit to private sector by banks (% of GDP),2007
Botswana,8.27676379346968,GDP growth (annual %),2007
Botswana,16.215,Lending interest rate (%),2007
Botswana,10.757314696807402,Real interest rate (%),2007
Brazil,2.98260391267765,Bank nonperforming loans to total gross loans (%),2007
Brazil,40.690937940360705,Domestic credit to private sector by banks (% of GDP),2007
Brazil,6.06987060771837,GDP growth (annual %),2007
Brazil,43.7166666666667,Lending interest rate (%),2007
Brazil,35.0225154651078,Real interest rate (%),2007
Brunei Darussalam,,Bank nonperforming loans to total gross loans (%),2007
Brunei Darussalam,37.285138574586206,Domestic credit to private sector by banks (% of GDP),2007
Brunei Darussalam,0.15458181174277302,GDP growth (annual %),2007
Brunei Darussalam,5.5,Lending interest rate (%),2007
Brunei Darussalam,4.33102543162265,Real interest rate (%),2007
Bulgaria,,Bank nonperforming loans to total gross loans (%),2007
Bulgaria,58.381142887490604,Domestic credit to private sector by banks (% of GDP),2007
Bulgaria,6.557082320645361,GDP growth (annual %),2007
Bulgaria,9.99776666666667,Lending interest rate (%),2007
Bulgaria,-0.97742183905402,Real interest rate (%),2007
Burkina Faso,,Bank nonperforming loans to total gross loans (%),2007
Burkina Faso,12.7263840044824,Domestic credit to private sector by banks (% of GDP),2007
Burkina Faso,4.11137901680618,GDP growth (annual %),2007
Burkina Faso,4.75166666666667,Lending interest rate (%),2007
Burkina Faso,2.20437671732213,Real interest rate (%),2007
Burundi,,Bank nonperforming loans to total gross loans (%),2007
Burundi,14.561483501916198,Domestic credit to private sector by banks (% of GDP),2007
Burundi,3.4519524895262097,GDP growth (annual %),2007
Burundi,16.8433333333333,Lending interest rate (%),2007
Burundi,7.91511494729555,Real interest rate (%),2007
Cambodia,,Bank nonperforming loans to total gross loans (%),2007
Cambodia,18.1772380785287,Domestic credit to private sector by banks (% of GDP),2007
Cambodia,10.2125739126309,GDP growth (annual %),2007
Cambodia,,Lending interest rate (%),2007
Cambodia,,Real interest rate (%),2007
Cameroon,,Bank nonperforming loans to total gross loans (%),2007
Cameroon,8.852376949226919,Domestic credit to private sector by banks (% of GDP),2007
Cameroon,4.90220173244047,GDP growth (annual %),2007
Cameroon,,Lending interest rate (%),2007
Cameroon,,Real interest rate (%),2007
Canada,0.43159661405076705,Bank nonperforming loans to total gross loans (%),2007
Canada,123.857725931217,Domestic credit to private sector by banks (% of GDP),2007
Canada,6.868608862651839,GDP growth (annual %),2007
Canada,6.10416666666667,Lending interest rate (%),2007
Canada,7.531595208593741,Real interest rate (%),2007
Chad,,Bank nonperforming loans to total gross loans (%),2007
Chad,2.3977068486569397,Domestic credit to private sector by banks (% of GDP),2007
Chad,3.2714995788864303,GDP growth (annual %),2007
Chad,,Lending interest rate (%),2007
Chad,,Real interest rate (%),2007
Chile,0.7507015846832059,Bank nonperforming loans to total gross loans (%),2007
Chile,68.8417689108452,Domestic credit to private sector by banks (% of GDP),2007
Chile,4.905324503561559,GDP growth (annual %),2007
Chile,8.67125848644778,Lending interest rate (%),2007
Chile,3.1643272883172595,Real interest rate (%),2007
Colombia,3.22929327504345,Bank nonperforming loans to total gross loans (%),2007
Colombia,30.532283954342102,Domestic credit to private sector by banks (% of GDP),2007
Colombia,6.738194690909751,GDP growth (annual %),2007
Colombia,15.3818501011015,Lending interest rate (%),2007
Colombia,9.67644438040684,Real interest rate (%),2007
Comoros,,Bank nonperforming loans to total gross loans (%),2007
Comoros,5.3118625721658,Domestic credit to private sector by banks (% of GDP),2007
Comoros,0.8000423489553871,GDP growth (annual %),2007
Comoros,10.5,Lending interest rate (%),2007
Comoros,6.7169660502541,Real interest rate (%),2007
Costa Rica,,Bank nonperforming loans to total gross loans (%),2007
Costa Rica,43.52450797668649,Domestic credit to private sector by banks (% of GDP),2007
Costa Rica,8.16789615043734,GDP growth (annual %),2007
Costa Rica,12.798333333333302,Lending interest rate (%),2007
Costa Rica,2.0473603499144,Real interest rate (%),2007
Croatia,4.752505840443259,Bank nonperforming loans to total gross loans (%),2007
Croatia,61.4083595373074,Domestic credit to private sector by banks (% of GDP),2007
Croatia,5.26638753556922,GDP growth (annual %),2007
Croatia,9.33083333333333,Lending interest rate (%),2007
Croatia,4.98207303429174,Real interest rate (%),2007
Cuba,,Bank nonperforming loans to total gross loans (%),2007
Cuba,,Domestic credit to private sector by banks (% of GDP),2007
Cuba,7.262136966479431,GDP growth (annual %),2007
Cuba,,Lending interest rate (%),2007
Cuba,,Real interest rate (%),2007
Cyprus,,Bank nonperforming loans to total gross loans (%),2007
Cyprus,180.560530835055,Domestic credit to private sector by banks (% of GDP),2007
Cyprus,5.09805723302415,GDP growth (annual %),2007
Cyprus,,Lending interest rate (%),2007
Cyprus,,Real interest rate (%),2007
Czech Republic,2.36644725441615,Bank nonperforming loans to total gross loans (%),2007
Czech Republic,38.8641283585891,Domestic credit to private sector by banks (% of GDP),2007
Czech Republic,5.6026436836669005,GDP growth (annual %),2007
Czech Republic,5.788379583700791,Lending interest rate (%),2007
Czech Republic,2.19307697217228,Real interest rate (%),2007
Denmark,,Bank nonperforming loans to total gross loans (%),2007
Denmark,184.49231840116502,Domestic credit to private sector by banks (% of GDP),2007
Denmark,0.909238959176889,GDP growth (annual %),2007
Denmark,,Lending interest rate (%),2007
Denmark,,Real interest rate (%),2007
Djibouti,,Bank nonperforming loans to total gross loans (%),2007
Djibouti,22.5217826972719,Domestic credit to private sector by banks (% of GDP),2007
Djibouti,,GDP growth (annual %),2007
Djibouti,,Lending interest rate (%),2007
Djibouti,,Real interest rate (%),2007
Dominica,,Bank nonperforming loans to total gross loans (%),2007
Dominica,49.1204825673359,Domestic credit to private sector by banks (% of GDP),2007
Dominica,6.35375942154477,GDP growth (annual %),2007
Dominica,9.16801247233374,Lending interest rate (%),2007
Dominica,7.528028384608341,Real interest rate (%),2007
Dominican Republic,,Bank nonperforming loans to total gross loans (%),2007
Dominican Republic,20.0047917218848,Domestic credit to private sector by banks (% of GDP),2007
Dominican Republic,7.4159517148145495,GDP growth (annual %),2007
Dominican Republic,15.826666666666698,Lending interest rate (%),2007
Dominican Republic,7.608970501223269,Real interest rate (%),2007
Ecuador,3.69652179480438,Bank nonperforming loans to total gross loans (%),2007
Ecuador,21.9992531727074,Domestic credit to private sector by banks (% of GDP),2007
Ecuador,2.19006397224541,GDP growth (annual %),2007
Ecuador,,Lending interest rate (%),2007
Ecuador,,Real interest rate (%),2007
El Salvador,2.05199435343912,Bank nonperforming loans to total gross loans (%),2007
El Salvador,50.652615598492005,Domestic credit to private sector by banks (% of GDP),2007
El Salvador,1.86057914529194,GDP growth (annual %),2007
El Salvador,,Lending interest rate (%),2007
El Salvador,,Real interest rate (%),2007
Equatorial Guinea,,Bank nonperforming loans to total gross loans (%),2007
Equatorial Guinea,2.80267296559979,Domestic credit to private sector by banks (% of GDP),2007
Equatorial Guinea,15.2821139194857,GDP growth (annual %),2007
Equatorial Guinea,,Lending interest rate (%),2007
Equatorial Guinea,,Real interest rate (%),2007
Eritrea,,Bank nonperforming loans to total gross loans (%),2007
Eritrea,20.210141000693397,Domestic credit to private sector by banks (% of GDP),2007
Eritrea,1.42682206012475,GDP growth (annual %),2007
Eritrea,,Lending interest rate (%),2007
Eritrea,,Real interest rate (%),2007
Estonia,,Bank nonperforming loans to total gross loans (%),2007
Estonia,83.74782191383709,Domestic credit to private sector by banks (% of GDP),2007
Estonia,7.57358073854391,GDP growth (annual %),2007
Estonia,,Lending interest rate (%),2007
Estonia,,Real interest rate (%),2007
Ethiopia,,Bank nonperforming loans to total gross loans (%),2007
Ethiopia,18.5221491075519,Domestic credit to private sector by banks (% of GDP),2007
Ethiopia,11.4561670000236,GDP growth (annual %),2007
Ethiopia,7.5,Lending interest rate (%),2007
Ethiopia,-8.29255368266441,Real interest rate (%),2007
Fiji,5.68211734419274,Bank nonperforming loans to total gross loans (%),2007
Fiji,61.43750214247171,Domestic credit to private sector by banks (% of GDP),2007
Fiji,-0.8506543100458119,GDP growth (annual %),2007
Fiji,9.005587330135599,Lending interest rate (%),2007
Fiji,5.87686622763117,Real interest rate (%),2007
Finland,,Bank nonperforming loans to total gross loans (%),2007
Finland,76.2738410879234,Domestic credit to private sector by banks (% of GDP),2007
Finland,5.299005391473901,GDP growth (annual %),2007
Finland,,Lending interest rate (%),2007
Finland,,Real interest rate (%),2007
France,,Bank nonperforming loans to total gross loans (%),2007
France,88.77966992211651,Domestic credit to private sector by banks (% of GDP),2007
France,2.4247362379150803,GDP growth (annual %),2007
France,,Lending interest rate (%),2007
France,,Real interest rate (%),2007
French Polynesia,,Bank nonperforming loans to total gross loans (%),2007
French Polynesia,,Domestic credit to private sector by banks (% of GDP),2007
French Polynesia,,GDP growth (annual %),2007
French Polynesia,,Lending interest rate (%),2007
French Polynesia,,Real interest rate (%),2007
Gabon,,Bank nonperforming loans to total gross loans (%),2007
Gabon,9.95222909903567,Domestic credit to private sector by banks (% of GDP),2007
Gabon,6.008108024876679,GDP growth (annual %),2007
Gabon,,Lending interest rate (%),2007
Gabon,,Real interest rate (%),2007
"Gambia, The",10.4360871569687,Bank nonperforming loans to total gross loans (%),2007
"Gambia, The",7.42784115213885,Domestic credit to private sector by banks (% of GDP),2007
"Gambia, The",3.0432495082973903,GDP growth (annual %),2007
"Gambia, The",27.9166666666667,Lending interest rate (%),2007
"Gambia, The",22.508146507746602,Real interest rate (%),2007
Georgia,0.838418571196984,Bank nonperforming loans to total gross loans (%),2007
Georgia,27.8526008951385,Domestic credit to private sector by banks (% of GDP),2007
Georgia,12.578953152464699,GDP growth (annual %),2007
Georgia,17.086116666666697,Lending interest rate (%),2007
Georgia,6.96291308948614,Real interest rate (%),2007
Germany,2.65,Bank nonperforming loans to total gross loans (%),2007
Germany,97.1286031485667,Domestic credit to private sector by banks (% of GDP),2007
Germany,2.9840772731659198,GDP growth (annual %),2007
Germany,,Lending interest rate (%),2007
Germany,,Real interest rate (%),2007
Ghana,,Bank nonperforming loans to total gross loans (%),2007
Ghana,14.4177395805101,Domestic credit to private sector by banks (% of GDP),2007
Ghana,4.34681916414684,GDP growth (annual %),2007
Ghana,,Lending interest rate (%),2007
Ghana,,Real interest rate (%),2007
Gibraltar,,Bank nonperforming loans to total gross loans (%),2007
Gibraltar,,Domestic credit to private sector by banks (% of GDP),2007
Gibraltar,,GDP growth (annual %),2007
Gibraltar,,Lending interest rate (%),2007
Gibraltar,,Real interest rate (%),2007
Greece,,Bank nonperforming loans to total gross loans (%),2007
Greece,84.404195955345,Domestic credit to private sector by banks (% of GDP),2007
Greece,3.27374690375697,GDP growth (annual %),2007
Greece,,Lending interest rate (%),2007
Greece,,Real interest rate (%),2007
Greenland,,Bank nonperforming loans to total gross loans (%),2007
Greenland,,Domestic credit to private sector by banks (% of GDP),2007
Greenland,2.3524379811805,GDP growth (annual %),2007
Greenland,,Lending interest rate (%),2007
Greenland,,Real interest rate (%),2007
Grenada,,Bank nonperforming loans to total gross loans (%),2007
Grenada,68.79352476855989,Domestic credit to private sector by banks (% of GDP),2007
Grenada,6.12345094741464,GDP growth (annual %),2007
Grenada,9.75594317205468,Lending interest rate (%),2007
Grenada,7.26792403678251,Real interest rate (%),2007
Guam,,Bank nonperforming loans to total gross loans (%),2007
Guam,,Domestic credit to private sector by banks (% of GDP),2007
Guam,0.817731870023678,GDP growth (annual %),2007
Guam,,Lending interest rate (%),2007
Guam,,Real interest rate (%),2007
Guatemala,,Bank nonperforming loans to total gross loans (%),2007
Guatemala,27.6007560639084,Domestic credit to private sector by banks (% of GDP),2007
Guatemala,6.30405368945885,GDP growth (annual %),2007
Guatemala,12.836666666666698,Lending interest rate (%),2007
Guatemala,5.32097122274566,Real interest rate (%),2007
Guinea,,Bank nonperforming loans to total gross loans (%),2007
Guinea,2.79983732491785,Domestic credit to private sector by banks (% of GDP),2007
Guinea,6.82747442677194,GDP growth (annual %),2007
Guinea,,Lending interest rate (%),2007
Guinea,,Real interest rate (%),2007
Guinea-Bissau,,Bank nonperforming loans to total gross loans (%),2007
Guinea-Bissau,3.21827890646087,Domestic credit to private sector by banks (% of GDP),2007
Guinea-Bissau,3.2629554560829104,GDP growth (annual %),2007
Guinea-Bissau,4.75166666666667,Lending interest rate (%),2007
Guinea-Bissau,0.35508012919304105,Real interest rate (%),2007
Guyana,,Bank nonperforming loans to total gross loans (%),2007
Guyana,26.1737322847504,Domestic credit to private sector by banks (% of GDP),2007
Guyana,7.01964048236941,GDP growth (annual %),2007
Guyana,14.610833333333302,Lending interest rate (%),2007
Guyana,1.70213986643149,Real interest rate (%),2007
Haiti,,Bank nonperforming loans to total gross loans (%),2007
Haiti,11.8183371082282,Domestic credit to private sector by banks (% of GDP),2007
Haiti,3.34327866522241,GDP growth (annual %),2007
Haiti,23.0833333333333,Lending interest rate (%),2007
Haiti,13.9231690861324,Real interest rate (%),2007
Honduras,3.05938058506971,Bank nonperforming loans to total gross loans (%),2007
